Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;6.328;-;-;6.328;-;-
Wählende;4.815;76,1 %;+160;4.815;76,1 %;+160
Ungültige Stimmen;105;2,2 %;+05;58.0;1,2 %;-02
Gültige Stimmen;4.710;97,8 %;-05;4.757;98,8 %;+02
SPD;1.228;26,1 %;+29;1.386;29,1 %;+22
AfD;1.442;30,6 %;+57;1.45;30,5 %;+54
CDU;662;14,1 %;-22;664.0;14,0 %;-11
GRÜNE/B 90;83;1,8 %;-69;129.0;2,7 %;-57
DIE LINKE;152;3,2 %;-52;93.0;2,0 %;-63
BVB / FREIE WÄHLER;1.041;22,1 %;+66;314.0;6,6 %;-08
FDP;41;0,9 %;-21;27.0;0,6 %;-27
Tierschutzpartei;-;-;-;121.0;2,5 %;-18
Plus;61;1,3 %;+13;35.0;0,7 %;-05
BSW;-;-;-;515.0;10,8 %;+108
III. Weg;-;-;-;2.0;0,0 %;+00
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;15.0;0,3 %;+03
WU;-;-;-;6.0;0,1 %;+01
