Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;853;-;-;853;-;-
Wählende;401;47,0 %;-;401;47,0 %;-
Ungültige Stimmen;8;2,0 %;-;5;1,2 %;-
Gültige Stimmen;393;98,0 %;-;396;98,8 %;-
SPD;90;22,9 %;-;74;18,7 %;-
AfD;193;49,1 %;-;171;43,2 %;-
CDU;60;15,3 %;-;34;8,6 %;-
GRÜNE/B 90;8;2,0 %;-;15;3,8 %;-
DIE LINKE;16;4,1 %;-;13;3,3 %;-
BVB / FREIE WÄHLER;23;5,9 %;-;3;0,8 %;-
FDP;3;0,8 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;9;2,3 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;70;17,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;2;0,5 %;-
