Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;670;-;-;670;-;-
Ungültige Stimmen;4;0,6 %;-;1;0,1 %;-
Gültige Stimmen;666;99,4 %;-;669;99,9 %;-
SPD;197;29,6 %;-;192;28,7 %;-
AfD;162;24,3 %;-;123;18,4 %;-
CDU;122;18,3 %;-;111;16,6 %;-
GRÜNE/B 90;37;5,6 %;-;37;5,5 %;-
DIE LINKE;48;7,2 %;-;16;2,4 %;-
BVB / FREIE WÄHLER;91;13,7 %;-;38;5,7 %;-
FDP;9;1,4 %;-;7;1,0 %;-
Tierschutzpartei;-;-;-;15;2,2 %;-
Plus;-;-;-;9;1,3 %;-
BSW;-;-;-;112;16,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;5;0,7 %;-
WU;-;-;-;4;0,6 %;-
