Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;793;-;-;793;-;-
Wählende;345;43,5 %;-;345;43,5 %;-
Ungültige Stimmen;3;0,9 %;-;5;1,4 %;-
Gültige Stimmen;342;99,1 %;-;340;98,6 %;-
SPD;100;29,2 %;-;92;27,1 %;-
AfD;151;44,2 %;-;135;39,7 %;-
CDU;38;11,1 %;-;35;10,3 %;-
GRÜNE/B 90;6;1,8 %;-;12;3,5 %;-
DIE LINKE;20;5,8 %;-;7;2,1 %;-
BVB / FREIE WÄHLER;20;5,8 %;-;7;2,1 %;-
FDP;7;2,0 %;-;5;1,5 %;-
Tierschutzpartei;-;-;-;8;2,4 %;-
Plus;-;-;-;3;0,9 %;-
BSW;-;-;-;33;9,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;1;0,3 %;-
