Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;835;-;-;835;-;-
Wählende;399;47,8 %;-;399;47,8 %;-
Ungültige Stimmen;14;3,5 %;-;8;2,0 %;-
Gültige Stimmen;385;96,5 %;-;391;98,0 %;-
SPD;104;27,0 %;-;90;23,0 %;-
AfD;184;47,8 %;-;169;43,2 %;-
CDU;45;11,7 %;-;29;7,4 %;-
GRÜNE/B 90;6;1,6 %;-;14;3,6 %;-
DIE LINKE;21;5,5 %;-;13;3,3 %;-
BVB / FREIE WÄHLER;24;6,2 %;-;11;2,8 %;-
FDP;1;0,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;5;1,3 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;56;14,3 %;-
III. Weg;-;-;-;2;0,5 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
