Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.041;-;-;1.041;-;-
Wählende;506;48,6 %;-;506.0;48,6 %;-
Ungültige Stimmen;9;1,8 %;-;3.0;0,6 %;-
Gültige Stimmen;497;98,2 %;-;503.0;99,4 %;-
SPD;155;31,2 %;-;137.0;27,2 %;-
AfD;213;42,9 %;-;210.0;41,7 %;-
CDU;65;13,1 %;-;49.0;9,7 %;-
GRÜNE/B 90;13;2,6 %;-;13.0;2,6 %;-
DIE LINKE;21;4,2 %;-;5.0;1,0 %;-
BVB / FREIE WÄHLER;22;4,4 %;-;11.0;2,2 %;-
FDP;8;1,6 %;-;3.0;0,6 %;-
Tierschutzpartei;-;-;-;14.0;2,8 %;-
Plus;-;-;-;2.0;0,4 %;-
BSW;-;-;-;55.0;10,9 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;2.0;0,4 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;1.0;0,2 %;-
