Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;275;-;-;275;-;-
Wählende;151;54,9 %;-;151;54,9 %;-
Ungültige Stimmen;3;2,0 %;-;1;0,7 %;-
Gültige Stimmen;148;98,0 %;-;150;99,3 %;-
SPD;47;31,8 %;-;46;30,7 %;-
AfD;56;37,8 %;-;58;38,7 %;-
CDU;27;18,2 %;-;22;14,7 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;8;5,4 %;-;3;2,0 %;-
BVB / FREIE WÄHLER;3;2,0 %;-;3;2,0 %;-
FDP;4;2,7 %;-;1;0,7 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;13;8,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;3;2,0 %;-;4;2,7 %;-
WU;-;-;-;0;0,0 %;-
