Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;755;-;-;755;-;-
Ungültige Stimmen;13;1,7 %;-;0;0,0 %;-
Gültige Stimmen;742;98,3 %;-;755;100,0 %;-
SPD;237;31,9 %;-;216;28,6 %;-
AfD;164;22,1 %;-;137;18,1 %;-
CDU;178;24,0 %;-;144;19,1 %;-
GRÜNE/B 90;35;4,7 %;-;42;5,6 %;-
DIE LINKE;40;5,4 %;-;19;2,5 %;-
BVB / FREIE WÄHLER;77;10,4 %;-;27;3,6 %;-
FDP;11;1,5 %;-;8;1,1 %;-
Tierschutzpartei;-;-;-;11;1,5 %;-
Plus;-;-;-;7;0,9 %;-
BSW;-;-;-;141;18,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,4 %;-
WU;-;-;-;0;0,0 %;-
