Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;679;-;-;679;-;-
Wählende;428;63,0 %;-;428;63,0 %;-
Ungültige Stimmen;2;0,5 %;-;0;0,0 %;-
Gültige Stimmen;426;99,5 %;-;428;100,0 %;-
SPD;87;20,4 %;-;79;18,5 %;-
AfD;232;54,5 %;-;222;51,9 %;-
CDU;51;12,0 %;-;35;8,2 %;-
GRÜNE/B 90;6;1,4 %;-;7;1,6 %;-
DIE LINKE;19;4,5 %;-;6;1,4 %;-
BVB / FREIE WÄHLER;22;5,2 %;-;9;2,1 %;-
FDP;6;1,4 %;-;3;0,7 %;-
Tierschutzpartei;-;-;-;10;2,3 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;54;12,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;0;0,0 %;-
EB Hoffmann;3;0,7 %;-;-;-;-
