Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;370;-;-;370;-;-
Wählende;236;63,8 %;-;236;63,8 %;-
Ungültige Stimmen;1;0,4 %;-;1;0,4 %;-
Gültige Stimmen;235;99,6 %;-;235;99,6 %;-
SPD;72;30,6 %;-;61;26,0 %;-
AfD;117;49,8 %;-;109;46,4 %;-
CDU;30;12,8 %;-;23;9,8 %;-
GRÜNE/B 90;1;0,4 %;-;5;2,1 %;-
DIE LINKE;4;1,7 %;-;5;2,1 %;-
BVB / FREIE WÄHLER;9;3,8 %;-;6;2,6 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;7;3,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;18;7,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;0,9 %;-;0;0,0 %;-
WU;-;-;-;1;0,4 %;-
