Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.036;-;-;1.036;-;-
Wählende;466;45,0 %;-;466.0;45,0 %;-
Ungültige Stimmen;6;1,3 %;-;4.0;0,9 %;-
Gültige Stimmen;460;98,7 %;-;462.0;99,1 %;-
SPD;203;44,1 %;-;184.0;39,8 %;-
AfD;117;25,4 %;-;113.0;24,5 %;-
CDU;75;16,3 %;-;58.0;12,6 %;-
GRÜNE/B 90;33;7,2 %;-;42.0;9,1 %;-
DIE LINKE;14;3,0 %;-;8.0;1,7 %;-
BVB / FREIE WÄHLER;8;1,7 %;-;3.0;0,6 %;-
FDP;3;0,7 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;7.0;1,5 %;-
Plus;7;1,5 %;-;7.0;1,5 %;-
BSW;-;-;-;36.0;7,8 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;1.0;0,2 %;-
