Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;702;-;-;702;-;-
Ungültige Stimmen;6;0,9 %;-;1;0,1 %;-
Gültige Stimmen;696;99,1 %;-;701;99,9 %;-
SPD;254;36,5 %;-;253;36,1 %;-
AfD;46;6,6 %;-;42;6,0 %;-
CDU;159;22,8 %;-;160;22,8 %;-
GRÜNE/B 90;137;19,7 %;-;109;15,5 %;-
DIE LINKE;32;4,6 %;-;29;4,1 %;-
BVB / FREIE WÄHLER;27;3,9 %;-;11;1,6 %;-
FDP;23;3,3 %;-;15;2,1 %;-
Tierschutzpartei;18;2,6 %;-;4;0,6 %;-
Plus;-;-;-;17;2,4 %;-
BSW;-;-;-;57;8,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,4 %;-
WU;-;-;-;1;0,1 %;-
