Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;435;-;-;435;-;-
Wählende;310;71,3 %;+219;310;71,3 %;+219
Ungültige Stimmen;5;1,6 %;+02;2;0,6 %;-22
Gültige Stimmen;305;98,4 %;-02;308;99,4 %;+22
SPD;98;32,1 %;-31;95;30,8 %;-35
AfD;144;47,2 %;+197;125;40,6 %;+136
CDU;27;8,9 %;-32;20;6,5 %;-33
GRÜNE/B 90;3;1,0 %;-72;8;2,6 %;-72
DIE LINKE;12;3,9 %;-14;8;2,6 %;-48
BVB / FREIE WÄHLER;10;3,3 %;-73;8;2,6 %;-57
FDP;0;0,0 %;-10;0;0,0 %;-05
Tierschutzpartei;-;-;-;5;1,6 %;-08
Plus;0;0,0 %;00;0;0,0 %;-05
BSW;-;-;-;36;11,7 %;+117
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,3 %;+03
DLW;11;3,6 %;+36;2;0,6 %;+06
WU;-;-;-;0;0,0 %;00
