Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;758;-;-;758;-;-
Wählende;297;39,2 %;-;297;39,2 %;-
Ungültige Stimmen;8;2,7 %;-;10;3,4 %;-
Gültige Stimmen;289;97,3 %;-;287;96,6 %;-
SPD;105;36,3 %;-;88;30,7 %;-
AfD;130;45,0 %;-;117;40,8 %;-
CDU;15;5,2 %;-;9;3,1 %;-
GRÜNE/B 90;3;1,0 %;-;6;2,1 %;-
DIE LINKE;17;5,9 %;-;11;3,8 %;-
BVB / FREIE WÄHLER;14;4,8 %;-;1;0,3 %;-
FDP;3;1,0 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;6;2,1 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;44;15,3 %;-
III. Weg;-;-;-;2;0,7 %;-
DKP;2;0,7 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,3 %;-
