Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;358;-;-;358;-;-
Wählende;230;64,2 %;+76;230;64,2 %;+76
Ungültige Stimmen;2;0,9 %;-09;2;0,9 %;-09
Gültige Stimmen;228;99,1 %;+09;228;99,1 %;+09
SPD;84;36,8 %;+115;77;33,8 %;+71
AfD;59;25,9 %;-28;54;23,7 %;-65
CDU;52;22,8 %;-04;45;19,7 %;-04
GRÜNE/B 90;1;0,4 %;-35;0;0,0 %;-37
DIE LINKE;8;3,5 %;-63;3;1,3 %;-77
BVB / FREIE WÄHLER;20;8,8 %;+29;10;4,4 %;+00
FDP;4;1,8 %;-13;2;0,9 %;-24
Tierschutzpartei;-;-;-;5;2,2 %;+04
Plus;-;-;-;1;0,4 %;-04
BSW;-;-;-;27;11,8 %;+118
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,4 %;+04
DLW;-;-;-;3;1,3 %;+13
WU;-;-;-;0;0,0 %;00
