Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.253;-;-;1.253;-;-
Ungültige Stimmen;26;2,1 %;-;20.0;1,6 %;-
Gültige Stimmen;1.227;97,9 %;-;1.233;98,4 %;-
SPD;421;34,3 %;-;436.0;35,4 %;-
AfD;109;8,9 %;-;96.0;7,8 %;-
CDU;346;28,2 %;-;339.0;27,5 %;-
GRÜNE/B 90;218;17,8 %;-;204.0;16,5 %;-
DIE LINKE;30;2,4 %;-;18.0;1,5 %;-
BVB / FREIE WÄHLER;44;3,6 %;-;14.0;1,1 %;-
FDP;45;3,7 %;-;35.0;2,8 %;-
Tierschutzpartei;-;-;-;10.0;0,8 %;-
Plus;14;1,1 %;-;7.0;0,6 %;-
BSW;-;-;-;69.0;5,6 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;5.0;0,4 %;-
