Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;385;-;-;385;-;-
Wählende;239;62,1 %;-;239;62,1 %;-
Ungültige Stimmen;4;1,7 %;-;4;1,7 %;-
Gültige Stimmen;235;98,3 %;-;235;98,3 %;-
SPD;66;28,1 %;-;68;28,9 %;-
AfD;88;37,4 %;-;74;31,5 %;-
CDU;34;14,5 %;-;21;8,9 %;-
GRÜNE/B 90;7;3,0 %;-;5;2,1 %;-
DIE LINKE;8;3,4 %;-;4;1,7 %;-
BVB / FREIE WÄHLER;28;11,9 %;-;13;5,5 %;-
FDP;4;1,7 %;-;4;1,7 %;-
Tierschutzpartei;-;-;-;4;1,7 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;39;16,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;1;0,4 %;-
