Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;675;-;-;675;-;-
Wählende;376;55,7 %;-;376;55,7 %;-
Ungültige Stimmen;6;1,6 %;-;4;1,1 %;-
Gültige Stimmen;370;98,4 %;-;372;98,9 %;-
SPD;107;28,9 %;-;96;25,8 %;-
AfD;155;41,9 %;-;135;36,3 %;-
CDU;42;11,4 %;-;34;9,1 %;-
GRÜNE/B 90;2;0,5 %;-;3;0,8 %;-
DIE LINKE;25;6,8 %;-;6;1,6 %;-
BVB / FREIE WÄHLER;36;9,7 %;-;14;3,8 %;-
FDP;3;0,8 %;-;3;0,8 %;-
Tierschutzpartei;-;-;-;10;2,7 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;67;18,0 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
