Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;673;-;-;673;-;-
Ungültige Stimmen;13;1,9 %;-;2;0,3 %;-
Gültige Stimmen;660;98,1 %;-;671;99,7 %;-
SPD;246;37,3 %;-;248;37,0 %;-
AfD;130;19,7 %;-;116;17,3 %;-
CDU;162;24,5 %;-;109;16,2 %;-
GRÜNE/B 90;16;2,4 %;-;12;1,8 %;-
DIE LINKE;39;5,9 %;-;22;3,3 %;-
BVB / FREIE WÄHLER;52;7,9 %;-;17;2,5 %;-
FDP;15;2,3 %;-;5;0,7 %;-
Tierschutzpartei;-;-;-;17;2,5 %;-
Plus;-;-;-;4;0,6 %;-
BSW;-;-;-;119;17,7 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,1 %;-
