Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;681;-;-;681;-;-
Wählende;340;49,9 %;+60;340;49,9 %;+60
Ungültige Stimmen;6;1,8 %;-06;5;1,5 %;-06
Gültige Stimmen;334;98,2 %;+06;335;98,5 %;+06
SPD;108;32,3 %;+74;88;26,3 %;-31
AfD;138;41,3 %;+115;122;36,4 %;+67
CDU;47;14,1 %;-42;30;9,0 %;-61
GRÜNE/B 90;4;1,2 %;-62;6;1,8 %;-73
DIE LINKE;15;4,5 %;-46;15;4,5 %;-57
BVB / FREIE WÄHLER;16;4,8 %;+16;6;1,8 %;-03
FDP;3;0,9 %;-23;1;0,3 %;-35
Tierschutzpartei;-;-;-;4;1,2 %;+05
Plus;-;-;-04;2;0,6 %;+06
BSW;-;-;-;59;17,6 %;+176
III. Weg;-;-;-;1;0,3 %;+03
DKP;-;-;-;0;0,0 %;00
DLW;3;0,9 %;+09;1;0,3 %;+03
WU;-;-;-;0;0,0 %;00
