Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;337;-;-;337;-;-
Wählende;183;54,3 %;-;183;54,3 %;-
Ungültige Stimmen;2;1,1 %;-;1;0,5 %;-
Gültige Stimmen;181;98,9 %;-;182;99,5 %;-
SPD;60;33,1 %;-;45;24,7 %;-
AfD;67;37,0 %;-;61;33,5 %;-
CDU;30;16,6 %;-;27;14,8 %;-
GRÜNE/B 90;6;3,3 %;-;11;6,0 %;-
DIE LINKE;9;5,0 %;-;8;4,4 %;-
BVB / FREIE WÄHLER;4;2,2 %;-;1;0,5 %;-
FDP;2;1,1 %;-;2;1,1 %;-
Tierschutzpartei;-;-;-;3;1,6 %;-
Plus;-;-;-;2;1,1 %;-
BSW;-;-;-;17;9,3 %;-
III. Weg;-;-;-;2;1,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;3;1,7 %;-;3;1,6 %;-
WU;-;-;-;0;0,0 %;-
