Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;744;-;-;744;-;-
Ungültige Stimmen;10;1,3 %;-;0;0,0 %;-
Gültige Stimmen;734;98,7 %;-;744;100,0 %;-
SPD;203;27,7 %;-;201;27,0 %;-
AfD;111;15,1 %;-;94;12,6 %;-
CDU;142;19,3 %;-;103;13,8 %;-
GRÜNE/B 90;41;5,6 %;-;55;7,4 %;-
DIE LINKE;159;21,7 %;-;79;10,6 %;-
BVB / FREIE WÄHLER;49;6,7 %;-;19;2,6 %;-
FDP;24;3,3 %;-;10;1,3 %;-
Tierschutzpartei;-;-;-;18;2,4 %;-
Plus;-;-;-;13;1,7 %;-
BSW;-;-;-;147;19,8 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;3;0,4 %;-
dieBasis;5;0,7 %;-;-;-;-
