Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;993;-;-;993;-;-
Wählende;459;46,2 %;-;459;46,2 %;-
Ungültige Stimmen;7;1,5 %;-;8;1,7 %;-
Gültige Stimmen;452;98,5 %;-;451;98,3 %;-
SPD;172;38,1 %;-;144;31,9 %;-
AfD;195;43,1 %;-;171;37,9 %;-
CDU;48;10,6 %;-;36;8,0 %;-
GRÜNE/B 90;5;1,1 %;-;10;2,2 %;-
DIE LINKE;10;2,2 %;-;6;1,3 %;-
BVB / FREIE WÄHLER;15;3,3 %;-;5;1,1 %;-
FDP;7;1,5 %;-;3;0,7 %;-
Tierschutzpartei;-;-;-;11;2,4 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;61;13,5 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;0;0,0 %;-
