Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;133;-;-;133;-;-
Wählende;83;62,4 %;-;83;62,4 %;-
Ungültige Stimmen;3;3,6 %;-;3;3,6 %;-
Gültige Stimmen;80;96,4 %;-;80;96,4 %;-
SPD;32;40,0 %;-;21;26,2 %;-
AfD;23;28,8 %;-;20;25,0 %;-
CDU;7;8,8 %;-;6;7,5 %;-
GRÜNE/B 90;1;1,2 %;-;4;5,0 %;-
DIE LINKE;9;11,2 %;-;6;7,5 %;-
BVB / FREIE WÄHLER;7;8,8 %;-;3;3,8 %;-
FDP;1;1,2 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;3,8 %;-
Plus;-;-;-;2;2,5 %;-
BSW;-;-;-;15;18,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;0;0,0 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
