Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;862;-;-;862;-;-
Wählende;328;38,1 %;-;328;38,1 %;-
Ungültige Stimmen;4;1,2 %;-;4;1,2 %;-
Gültige Stimmen;324;98,8 %;-;324;98,8 %;-
SPD;78;24,1 %;-;72;22,2 %;-
AfD;160;49,4 %;-;140;43,2 %;-
CDU;34;10,5 %;-;23;7,1 %;-
GRÜNE/B 90;5;1,5 %;-;9;2,8 %;-
DIE LINKE;26;8,0 %;-;16;4,9 %;-
BVB / FREIE WÄHLER;19;5,9 %;-;7;2,2 %;-
FDP;2;0,6 %;-;2;0,6 %;-
Tierschutzpartei;-;-;-;10;3,1 %;-
Plus;-;-;-;3;0,9 %;-
BSW;-;-;-;41;12,7 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
