Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;641;-;-;641;-;-
Ungültige Stimmen;7;1,1 %;-06;4;0,6 %;-11
Gültige Stimmen;634;98,9 %;+06;637;99,4 %;+11
SPD;162;25,6 %;+33;147;23,1 %;+01
AfD;170;26,8 %;+101;138;21,7 %;+39
CDU;162;25,6 %;-14;119;18,7 %;-52
GRÜNE/B 90;30;4,7 %;-101;17;2,7 %;-102
DIE LINKE;29;4,6 %;-25;10;1,6 %;-49
BVB / FREIE WÄHLER;58;9,1 %;+11;23;3,6 %;-35
FDP;14;2,2 %;-07;19;3,0 %;-14
Tierschutzpartei;-;-;-;28;4,4 %;+12
Plus;-;-;-;8;1,3 %;-00
BSW;-;-;-;121;19,0 %;+190
III. Weg;-;-;-;0;0,0 %;00
DKP;5;0,8 %;-04;2;0,3 %;+03
DLW;-;-;-;4;0,6 %;+06
WU;-;-;-;1;0,2 %;+02
EB Schamberger;4;0,6 %;+06;-;-;-
