Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;853;-;-;853;-;-
Ungültige Stimmen;7;0,8 %;-;3;0,4 %;-
Gültige Stimmen;846;99,2 %;-;850;99,6 %;-
SPD;294;34,8 %;-;264;31,1 %;-
AfD;117;13,8 %;-;96;11,3 %;-
CDU;228;27,0 %;-;188;22,1 %;-
GRÜNE/B 90;84;9,9 %;-;117;13,8 %;-
DIE LINKE;27;3,2 %;-;11;1,3 %;-
BVB / FREIE WÄHLER;38;4,5 %;-;13;1,5 %;-
FDP;24;2,8 %;-;15;1,8 %;-
Tierschutzpartei;-;-;-;9;1,1 %;-
Plus;30;3,5 %;-;34;4,0 %;-
BSW;-;-;-;93;10,9 %;-
III. Weg;-;-;-;2;0,2 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;7;0,8 %;-
EB Müller;4;0,5 %;-;-;-;-
