Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;568;-;-;568;-;-
Wählende;299;52,6 %;-;299;52,6 %;-
Ungültige Stimmen;8;2,7 %;-;7;2,3 %;-
Gültige Stimmen;291;97,3 %;-;292;97,7 %;-
SPD;98;33,7 %;-;87;29,8 %;-
AfD;103;35,4 %;-;88;30,1 %;-
CDU;57;19,6 %;-;44;15,1 %;-
GRÜNE/B 90;2;0,7 %;-;8;2,7 %;-
DIE LINKE;10;3,4 %;-;8;2,7 %;-
BVB / FREIE WÄHLER;8;2,7 %;-;1;0,3 %;-
FDP;9;3,1 %;-;8;2,7 %;-
Tierschutzpartei;-;-;-;5;1,7 %;-
Plus;-;-;-;2;0,7 %;-
BSW;-;-;-;36;12,3 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;1;0,3 %;-
DLW;4;1,4 %;-;3;1,0 %;-
WU;-;-;-;0;0,0 %;-
