Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;264;-;-;264;-;-
Wählende;163;61,7 %;-;163;61,7 %;-
Ungültige Stimmen;4;2,5 %;-;2;1,2 %;-
Gültige Stimmen;159;97,5 %;-;161;98,8 %;-
SPD;45;28,3 %;-;46;28,6 %;-
AfD;56;35,2 %;-;50;31,1 %;-
CDU;37;23,3 %;-;19;11,8 %;-
GRÜNE/B 90;2;1,3 %;-;5;3,1 %;-
DIE LINKE;-;-;-;6;3,7 %;-
BVB / FREIE WÄHLER;18;11,3 %;-;4;2,5 %;-
FDP;1;0,6 %;-;1;0,6 %;-
Tierschutzpartei;-;-;-;1;0,6 %;-
Plus;-;-;-;1;0,6 %;-
BSW;-;-;-;25;15,5 %;-
III. Weg;-;-;-;1;0,6 %;-
DKP;-;-;-;1;0,6 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,6 %;-
