Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;262;-;-;262;-;-
Wählende;137;52,3 %;-;137;52,3 %;-
Ungültige Stimmen;1;0,7 %;-;0;0,0 %;-
Gültige Stimmen;136;99,3 %;-;137;100,0 %;-
SPD;36;26,5 %;-;29;21,2 %;-
AfD;61;44,9 %;-;59;43,1 %;-
CDU;17;12,5 %;-;15;10,9 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;2;1,5 %;-;2;1,5 %;-
BVB / FREIE WÄHLER;17;12,5 %;-;3;2,2 %;-
FDP;2;1,5 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;2,9 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;20;14,6 %;-
III. Weg;1;0,7 %;-;1;0,7 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;2,9 %;-
WU;-;-;-;0;0,0 %;-
