Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;42.165;-;-;42.165;-;-
Wählende;29.340;69,6 %;+136;29.34;69,6 %;+136
Ungültige Stimmen;437;1,5 %;+00;277.0;0,9 %;-04
Gültige Stimmen;28.903;98,5 %;-00;29.063;99,1 %;+04
SPD;8.683;30,0 %;+95;8.219;28,3 %;+22
AfD;10.355;35,8 %;+118;9.392;32,3 %;+70
CDU;4.621;16,0 %;-23;3.393;11,7 %;-56
GRÜNE/B 90;768;2,7 %;-117;918.0;3,2 %;-64
DIE LINKE;1.257;4,3 %;-73;802.0;2,8 %;-82
BVB / FREIE WÄHLER;1.885;6,5 %;+03;620.0;2,1 %;-20
FDP;249;0,9 %;-11;160.0;0,6 %;-19
Tierschutzpartei;1.085;3,8 %;+38;602.0;2,1 %;-05
Plus;-;-;-15;179.0;0,6 %;-08
BSW;-;-;-;4.591;15,8 %;+158
III. Weg;-;-;-;37.0;0,1 %;+01
DKP;-;-;-;10.0;0,0 %;+00
DLW;-;-;-;93.0;0,3 %;+03
WU;-;-;-;47.0;0,2 %;+02
