Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;84;-;-;84;-;-
Wählende;68;81,0 %;-;68;81,0 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;68;100,0 %;-;68;100,0 %;-
SPD;15;22,1 %;-;21;30,9 %;-
AfD;37;54,4 %;-;31;45,6 %;-
CDU;10;14,7 %;-;5;7,4 %;-
GRÜNE/B 90;2;2,9 %;-;1;1,5 %;-
DIE LINKE;-;-;-;1;1,5 %;-
BVB / FREIE WÄHLER;4;5,9 %;-;3;4,4 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;4;5,9 %;-
III. Weg;-;-;-;2;2,9 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
