Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;532;-;-;532;-;-
Wählende;333;62,6 %;-;333;62,6 %;-
Ungültige Stimmen;2;0,6 %;-;2;0,6 %;-
Gültige Stimmen;331;99,4 %;-;331;99,4 %;-
SPD;123;37,2 %;-;117;35,3 %;-
AfD;117;35,3 %;-;109;32,9 %;-
CDU;45;13,6 %;-;34;10,3 %;-
GRÜNE/B 90;4;1,2 %;-;2;0,6 %;-
DIE LINKE;21;6,3 %;-;6;1,8 %;-
BVB / FREIE WÄHLER;14;4,2 %;-;7;2,1 %;-
FDP;2;0,6 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;50;15,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;5;1,5 %;-;3;0,9 %;-
WU;-;-;-;1;0,3 %;-
