Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;472;-;-;472;-;-
Wählende;279;59,1 %;-;279;59,1 %;-
Ungültige Stimmen;1;0,4 %;-;1;0,4 %;-
Gültige Stimmen;278;99,6 %;-;278;99,6 %;-
SPD;111;39,9 %;-;94;33,8 %;-
AfD;99;35,6 %;-;96;34,5 %;-
CDU;25;9,0 %;-;21;7,6 %;-
GRÜNE/B 90;3;1,1 %;-;5;1,8 %;-
DIE LINKE;17;6,1 %;-;7;2,5 %;-
BVB / FREIE WÄHLER;17;6,1 %;-;3;1,1 %;-
FDP;0;0,0 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;4;1,4 %;-
Plus;3;1,1 %;-;1;0,4 %;-
BSW;-;-;-;42;15,1 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;2;0,7 %;-
DLW;-;-;-;2;0,7 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;3;1,1 %;-;-;-;-
