Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;883;-;-;883;-;-
Wählende;396;44,8 %;-;396;44,8 %;-
Ungültige Stimmen;7;1,8 %;-;5;1,3 %;-
Gültige Stimmen;389;98,2 %;-;391;98,7 %;-
SPD;128;32,9 %;-;142;36,3 %;-
AfD;113;29,0 %;-;103;26,3 %;-
CDU;40;10,3 %;-;24;6,1 %;-
GRÜNE/B 90;12;3,1 %;-;16;4,1 %;-
DIE LINKE;23;5,9 %;-;10;2,6 %;-
BVB / FREIE WÄHLER;66;17,0 %;-;25;6,4 %;-
FDP;4;1,0 %;-;4;1,0 %;-
Tierschutzpartei;-;-;-;13;3,3 %;-
Plus;-;-;-;5;1,3 %;-
BSW;-;-;-;49;12,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
dieBasis;0;0,0 %;-;-;-;-
EB Link;3;0,8 %;-;-;-;-
