Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;253;-;-;253;-;-
Wählende;160;63,2 %;-;160;63,2 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;160;100,0 %;-;160;100,0 %;-
SPD;56;35,0 %;-;50;31,2 %;-
AfD;66;41,2 %;-;62;38,8 %;-
CDU;14;8,8 %;-;13;8,1 %;-
GRÜNE/B 90;3;1,9 %;-;3;1,9 %;-
DIE LINKE;6;3,8 %;-;5;3,1 %;-
BVB / FREIE WÄHLER;12;7,5 %;-;6;3,8 %;-
FDP;3;1,9 %;-;2;1,2 %;-
Tierschutzpartei;-;-;-;1;0,6 %;-
Plus;-;-;-;2;1,2 %;-
BSW;-;-;-;13;8,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,2 %;-
WU;-;-;-;1;0,6 %;-
