Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;216;-;-;216;-;-
Wählende;98;45,4 %;-;98;45,4 %;-
Ungültige Stimmen;3;3,1 %;-;3;3,1 %;-
Gültige Stimmen;95;96,9 %;-;95;96,9 %;-
SPD;43;45,3 %;-;37;38,9 %;-
AfD;33;34,7 %;-;26;27,4 %;-
CDU;9;9,5 %;-;9;9,5 %;-
GRÜNE/B 90;2;2,1 %;-;3;3,2 %;-
DIE LINKE;1;1,1 %;-;1;1,1 %;-
BVB / FREIE WÄHLER;6;6,3 %;-;4;4,2 %;-
FDP;0;0,0 %;-;1;1,1 %;-
Tierschutzpartei;-;-;-;2;2,1 %;-
Plus;-;-;-;1;1,1 %;-
BSW;-;-;-;7;7,4 %;-
III. Weg;1;1,1 %;-;2;2,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;2,1 %;-
WU;-;-;-;0;0,0 %;-
