Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;757;-;-;757;-;-
Ungültige Stimmen;5;0,7 %;-;0;0,0 %;-
Gültige Stimmen;752;99,3 %;-;757;100,0 %;-
SPD;274;36,4 %;-;268;35,4 %;-
AfD;55;7,3 %;-;42;5,5 %;-
CDU;96;12,8 %;-;86;11,4 %;-
GRÜNE/B 90;177;23,5 %;-;144;19,0 %;-
DIE LINKE;77;10,2 %;-;58;7,7 %;-
BVB / FREIE WÄHLER;25;3,3 %;-;9;1,2 %;-
FDP;14;1,9 %;-;8;1,1 %;-
Tierschutzpartei;34;4,5 %;-;23;3,0 %;-
Plus;-;-;-;35;4,6 %;-
BSW;-;-;-;78;10,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;2;0,3 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;3;0,4 %;-
