Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;105;-;-;105;-;-
Wählende;68;64,8 %;-14;68;64,8 %;-14
Ungültige Stimmen;0;0,0 %;-27;0;0,0 %;-15
Gültige Stimmen;68;100,0 %;+27;68;100,0 %;+15
SPD;14;20,6 %;-14;14;20,6 %;-27
AfD;45;66,2 %;+183;43;63,2 %;+163
CDU;3;4,4 %;-54;1;1,5 %;-78
GRÜNE/B 90;0;0,0 %;-20;0;0,0 %;-16
DIE LINKE;0;0,0 %;-75;0;0,0 %;-85
BVB / FREIE WÄHLER;3;4,4 %;-19;2;2,9 %;+02
FDP;3;4,4 %;+01;1;1,5 %;-16
Tierschutzpartei;-;-;-;2;2,9 %;-02
Plus;-;-;-;0;0,0 %;-16
BSW;-;-;-;4;5,9 %;+59
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;1;1,5 %;+15
EB Hoffmann;0;0,0 %;-04;-;-;-
