Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;557;-;-;557;-;-
Wählende;284;51,0 %;-;284;51,0 %;-
Ungültige Stimmen;3;1,1 %;-;1;0,4 %;-
Gültige Stimmen;281;98,9 %;-;283;99,6 %;-
SPD;98;34,9 %;-;85;30,0 %;-
AfD;119;42,3 %;-;114;40,3 %;-
CDU;30;10,7 %;-;20;7,1 %;-
GRÜNE/B 90;1;0,4 %;-;2;0,7 %;-
DIE LINKE;5;1,8 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;23;8,2 %;-;8;2,8 %;-
FDP;5;1,8 %;-;3;1,1 %;-
Tierschutzpartei;-;-;-;7;2,5 %;-
Plus;-;-;-;2;0,7 %;-
BSW;-;-;-;36;12,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;1,1 %;-
WU;-;-;-;3;1,1 %;-
