Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;514;-;-;514;-;-
Wählende;231;44,9 %;-;231;44,9 %;-
Ungültige Stimmen;1;0,4 %;-;1;0,4 %;-
Gültige Stimmen;230;99,6 %;-;230;99,6 %;-
SPD;81;35,2 %;-;78;33,9 %;-
AfD;73;31,7 %;-;76;33,0 %;-
CDU;52;22,6 %;-;30;13,0 %;-
GRÜNE/B 90;4;1,7 %;-;7;3,0 %;-
DIE LINKE;7;3,0 %;-;6;2,6 %;-
BVB / FREIE WÄHLER;8;3,5 %;-;8;3,5 %;-
FDP;5;2,2 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;6;2,6 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;17;7,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,4 %;-
