Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.101;-;-;1.101;-;-
Wählende;436;39,6 %;-;436.0;39,6 %;-
Ungültige Stimmen;4;0,9 %;-;3.0;0,7 %;-
Gültige Stimmen;432;99,1 %;-;433.0;99,3 %;-
SPD;175;40,5 %;-;154.0;35,6 %;-
AfD;128;29,6 %;-;114.0;26,3 %;-
CDU;52;12,0 %;-;53.0;12,2 %;-
GRÜNE/B 90;25;5,8 %;-;36.0;8,3 %;-
DIE LINKE;16;3,7 %;-;10.0;2,3 %;-
BVB / FREIE WÄHLER;18;4,2 %;-;6.0;1,4 %;-
FDP;13;3,0 %;-;10.0;2,3 %;-
Tierschutzpartei;-;-;-;7.0;1,6 %;-
Plus;5;1,2 %;-;6.0;1,4 %;-
BSW;-;-;-;34.0;7,9 %;-
III. Weg;-;-;-;2.0;0,5 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;0.0;0,0 %;-
