Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;675;-;-;675;-;-
Ungültige Stimmen;8;1,2 %;-;5;0,7 %;-
Gültige Stimmen;667;98,8 %;-;670;99,3 %;-
SPD;196;29,4 %;-;194;29,0 %;-
AfD;150;22,5 %;-;133;19,9 %;-
CDU;170;25,5 %;-;147;21,9 %;-
GRÜNE/B 90;41;6,1 %;-;35;5,2 %;-
DIE LINKE;31;4,6 %;-;18;2,7 %;-
BVB / FREIE WÄHLER;52;7,8 %;-;30;4,5 %;-
FDP;15;2,2 %;-;12;1,8 %;-
Tierschutzpartei;-;-;-;17;2,5 %;-
Plus;-;-;-;7;1,0 %;-
BSW;-;-;-;72;10,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;12;1,8 %;-;4;0,6 %;-
WU;-;-;-;1;0,1 %;-
