Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;651;-;-;651;-;-
Wählende;320;49,2 %;+63;320;49,2 %;+63
Ungültige Stimmen;4;1,2 %;-02;2;0,6 %;-08
Gültige Stimmen;316;98,8 %;+02;318;99,4 %;+08
SPD;103;32,6 %;+48;78;24,5 %;-14
AfD;140;44,3 %;+123;143;45,0 %;+133
CDU;41;13,0 %;+11;28;8,8 %;-45
GRÜNE/B 90;3;0,9 %;-35;0;0,0 %;-49
DIE LINKE;8;2,5 %;-76;1;0,3 %;-102
BVB / FREIE WÄHLER;8;2,5 %;-51;4;1,3 %;-41
FDP;2;0,6 %;-30;4;1,3 %;-30
Tierschutzpartei;11;3,5 %;+35;7;2,2 %;-02
Plus;-;-;-;3;0,9 %;-03
BSW;-;-;-;48;15,1 %;+151
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;2;0,6 %;+06
WU;-;-;-;0;0,0 %;00
