Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;533;-;-;533;-;-
Wählende;251;47,1 %;-;251;47,1 %;-
Ungültige Stimmen;6;2,4 %;-;3;1,2 %;-
Gültige Stimmen;245;97,6 %;-;248;98,8 %;-
SPD;70;28,6 %;-;62;25,0 %;-
AfD;114;46,5 %;-;104;41,9 %;-
CDU;21;8,6 %;-;14;5,6 %;-
GRÜNE/B 90;1;0,4 %;-;4;1,6 %;-
DIE LINKE;13;5,3 %;-;4;1,6 %;-
BVB / FREIE WÄHLER;23;9,4 %;-;7;2,8 %;-
FDP;2;0,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;9;3,6 %;-
Plus;-;-;-;3;1,2 %;-
BSW;-;-;-;38;15,3 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;1;0,4 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,8 %;-
