Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;715;-;-;715;-;-
Ungültige Stimmen;2;0,3 %;-;2;0,3 %;-
Gültige Stimmen;713;99,7 %;-;713;99,7 %;-
SPD;245;34,4 %;-;250;35,1 %;-
AfD;131;18,4 %;-;103;14,4 %;-
CDU;202;28,3 %;-;153;21,5 %;-
GRÜNE/B 90;44;6,2 %;-;57;8,0 %;-
DIE LINKE;33;4,6 %;-;19;2,7 %;-
BVB / FREIE WÄHLER;41;5,8 %;-;13;1,8 %;-
FDP;8;1,1 %;-;7;1,0 %;-
Tierschutzpartei;-;-;-;17;2,4 %;-
Plus;-;-;-;8;1,1 %;-
BSW;-;-;-;79;11,1 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;9;1,3 %;-;4;0,6 %;-
WU;-;-;-;2;0,3 %;-
