Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;437;-;-;437;-;-
Wählende;283;64,8 %;-22;283;64,8 %;-22
Ungültige Stimmen;4;1,4 %;+01;4;1,4 %;+04
Gültige Stimmen;279;98,6 %;-01;279;98,6 %;-04
SPD;91;32,6 %;+68;57;20,4 %;-09
AfD;145;52,0 %;+105;135;48,4 %;+80
CDU;23;8,2 %;-98;39;14,0 %;-67
GRÜNE/B 90;1;0,4 %;-17;5;1,8 %;-06
DIE LINKE;8;2,9 %;-05;3;1,1 %;-30
BVB / FREIE WÄHLER;10;3,6 %;-15;5;1,8 %;-06
FDP;1;0,4 %;-37;1;0,4 %;-57
Tierschutzpartei;-;-;-;1;0,4 %;-10
Plus;-;-;00;0;0,0 %;-07
BSW;-;-;-;31;11,1 %;+111
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,4 %;+04
WU;-;-;-;1;0,4 %;+04
Die PARTEI;0;0,0 %;00;-;-;-
