Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;631;-;-;631;-;-
Ungültige Stimmen;2;0,3 %;-06;1;0,2 %;-06
Gültige Stimmen;629;99,7 %;+06;630;99,8 %;+06
SPD;133;21,1 %;+39;177;28,1 %;+64
AfD;165;26,2 %;+72;148;23,5 %;+12
CDU;148;23,5 %;-56;112;17,8 %;-35
GRÜNE/B 90;11;1,7 %;-63;11;1,7 %;-63
DIE LINKE;35;5,6 %;-85;16;2,5 %;-93
BVB / FREIE WÄHLER;61;9,7 %;+05;21;3,3 %;-43
FDP;12;1,9 %;-14;8;1,3 %;-29
Tierschutzpartei;-;-;-;5;0,8 %;-08
Plus;13;2,1 %;+21;3;0,5 %;-08
BSW;-;-;-;121;19,2 %;+192
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,2 %;+02
DLW;-;-;-;5;0,8 %;+08
WU;-;-;-;2;0,3 %;+03
EB Gliese;51;8,1 %;+81;-;-;-
