Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.134;-;-;1.134;-;-
Wählende;508;44,8 %;-;508.0;44,8 %;-
Ungültige Stimmen;9;1,8 %;-;6.0;1,2 %;-
Gültige Stimmen;499;98,2 %;-;502.0;98,8 %;-
SPD;144;28,9 %;-;126.0;25,1 %;-
AfD;220;44,1 %;-;205.0;40,8 %;-
CDU;72;14,4 %;-;49.0;9,8 %;-
GRÜNE/B 90;8;1,6 %;-;14.0;2,8 %;-
DIE LINKE;12;2,4 %;-;12.0;2,4 %;-
BVB / FREIE WÄHLER;26;5,2 %;-;17.0;3,4 %;-
FDP;5;1,0 %;-;3.0;0,6 %;-
Tierschutzpartei;-;-;-;10.0;2,0 %;-
Plus;10;2,0 %;-;7.0;1,4 %;-
BSW;-;-;-;52.0;10,4 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;2;0,4 %;-;3.0;0,6 %;-
WU;-;-;-;3.0;0,6 %;-
