Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;805;-;-;805;-;-
Ungültige Stimmen;13;1,6 %;-;4;0,5 %;-
Gültige Stimmen;792;98,4 %;-;801;99,5 %;-
SPD;169;21,3 %;-;194;24,2 %;-
AfD;140;17,7 %;-;133;16,6 %;-
CDU;108;13,6 %;-;98;12,2 %;-
GRÜNE/B 90;37;4,7 %;-;42;5,2 %;-
DIE LINKE;102;12,9 %;-;61;7,6 %;-
BVB / FREIE WÄHLER;220;27,8 %;-;91;11,4 %;-
FDP;5;0,6 %;-;10;1,2 %;-
Tierschutzpartei;-;-;-;13;1,6 %;-
Plus;-;-;-;14;1,7 %;-
BSW;-;-;-;134;16,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;2;0,2 %;-
DLW;-;-;-;4;0,5 %;-
WU;-;-;-;5;0,6 %;-
dieBasis;7;0,9 %;-;-;-;-
EB Link;4;0,5 %;-;-;-;-
