Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;469;-;-;469;-;-
Wählende;319;68,0 %;-;319;68,0 %;-
Ungültige Stimmen;5;1,6 %;-;4;1,3 %;-
Gültige Stimmen;314;98,4 %;-;315;98,7 %;-
SPD;77;24,5 %;-;80;25,4 %;-
AfD;146;46,5 %;-;143;45,4 %;-
CDU;33;10,5 %;-;29;9,2 %;-
GRÜNE/B 90;1;0,3 %;-;4;1,3 %;-
DIE LINKE;13;4,1 %;-;4;1,3 %;-
BVB / FREIE WÄHLER;26;8,3 %;-;5;1,6 %;-
FDP;4;1,3 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;4;1,3 %;-
Plus;-;-;-;2;0,6 %;-
BSW;-;-;-;33;10,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;14;4,5 %;-;6;1,9 %;-
WU;-;-;-;4;1,3 %;-
