Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;92;-;-;92;-;-
Wählende;61;66,3 %;-;61;66,3 %;-
Ungültige Stimmen;2;3,3 %;-;0;0,0 %;-
Gültige Stimmen;59;96,7 %;-;61;100,0 %;-
SPD;21;35,6 %;-;20;32,8 %;-
AfD;21;35,6 %;-;20;32,8 %;-
CDU;12;20,3 %;-;6;9,8 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;-;-;-;2;3,3 %;-
BVB / FREIE WÄHLER;5;8,5 %;-;0;0,0 %;-
FDP;0;0,0 %;-;1;1,6 %;-
Tierschutzpartei;-;-;-;2;3,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;9;14,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,6 %;-
WU;-;-;-;0;0,0 %;-
