Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;207;-;-;207;-;-
Wählende;125;60,4 %;-;125;60,4 %;-
Ungültige Stimmen;4;3,2 %;-;1;0,8 %;-
Gültige Stimmen;121;96,8 %;-;124;99,2 %;-
SPD;24;19,8 %;-;26;21,0 %;-
AfD;63;52,1 %;-;53;42,7 %;-
CDU;16;13,2 %;-;9;7,3 %;-
GRÜNE/B 90;2;1,7 %;-;3;2,4 %;-
DIE LINKE;-;-;-;0;0,0 %;-
BVB / FREIE WÄHLER;14;11,6 %;-;3;2,4 %;-
FDP;2;1,7 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,6 %;-
Plus;-;-;-;2;1,6 %;-
BSW;-;-;-;24;19,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,6 %;-
WU;-;-;-;0;0,0 %;-
