Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;264;-;-;264;-;-
Ungültige Stimmen;4;1,5 %;-;4;1,5 %;-
Gültige Stimmen;260;98,5 %;-;260;98,5 %;-
SPD;91;35,0 %;-;87;33,5 %;-
AfD;68;26,2 %;-;63;24,2 %;-
CDU;60;23,1 %;-;45;17,3 %;-
GRÜNE/B 90;5;1,9 %;-;3;1,2 %;-
DIE LINKE;16;6,2 %;-;8;3,1 %;-
BVB / FREIE WÄHLER;12;4,6 %;-;1;0,4 %;-
FDP;1;0,4 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;6;2,3 %;-
Plus;-;-;-;4;1,5 %;-
BSW;-;-;-;35;13,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;7;2,7 %;-;6;2,3 %;-
WU;-;-;-;2;0,8 %;-
