Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;491;-;-;491;-;-
Wählende;256;52,1 %;-;256;52,1 %;-
Ungültige Stimmen;7;2,7 %;-;3;1,2 %;-
Gültige Stimmen;249;97,3 %;-;253;98,8 %;-
SPD;86;34,5 %;-;76;30,0 %;-
AfD;114;45,8 %;-;111;43,9 %;-
CDU;28;11,2 %;-;22;8,7 %;-
GRÜNE/B 90;2;0,8 %;-;1;0,4 %;-
DIE LINKE;4;1,6 %;-;5;2,0 %;-
BVB / FREIE WÄHLER;10;4,0 %;-;3;1,2 %;-
FDP;2;0,8 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;30;11,9 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;1;0,4 %;-
EB Hoffmann;3;1,2 %;-;-;-;-
