Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;454;-;-;454;-;-
Ungültige Stimmen;7;1,5 %;-;2;0,4 %;-
Gültige Stimmen;447;98,5 %;-;452;99,6 %;-
SPD;117;26,2 %;-;145;32,1 %;-
AfD;116;26,0 %;-;105;23,2 %;-
CDU;131;29,3 %;-;72;15,9 %;-
GRÜNE/B 90;3;0,7 %;-;5;1,1 %;-
DIE LINKE;21;4,7 %;-;6;1,3 %;-
BVB / FREIE WÄHLER;24;5,4 %;-;11;2,4 %;-
FDP;10;2,2 %;-;9;2,0 %;-
Tierschutzpartei;15;3,4 %;-;9;2,0 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;86;19,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;10;2,2 %;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
