Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;984;-;-;984;-;-
Wählende;394;40,0 %;-;394;40,0 %;-
Ungültige Stimmen;2;0,5 %;-;1;0,3 %;-
Gültige Stimmen;392;99,5 %;-;393;99,7 %;-
SPD;142;36,2 %;-;118;30,0 %;-
AfD;148;37,8 %;-;130;33,1 %;-
CDU;61;15,6 %;-;44;11,2 %;-
GRÜNE/B 90;3;0,8 %;-;10;2,5 %;-
DIE LINKE;9;2,3 %;-;7;1,8 %;-
BVB / FREIE WÄHLER;17;4,3 %;-;7;1,8 %;-
FDP;3;0,8 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;25;6,4 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;48;12,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;0;0,0 %;-;1;0,3 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;0;0,0 %;-
EB Schamberger;9;2,3 %;-;-;-;-
