Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;815;-;-;815;-;-
Wählende;434;53,3 %;-;434;53,3 %;-
Ungültige Stimmen;2;0,5 %;-;1;0,2 %;-
Gültige Stimmen;432;99,5 %;-;433;99,8 %;-
SPD;123;28,5 %;-;115;26,6 %;-
AfD;178;41,2 %;-;159;36,7 %;-
CDU;82;19,0 %;-;56;12,9 %;-
GRÜNE/B 90;6;1,4 %;-;10;2,3 %;-
DIE LINKE;13;3,0 %;-;10;2,3 %;-
BVB / FREIE WÄHLER;16;3,7 %;-;9;2,1 %;-
FDP;4;0,9 %;-;5;1,2 %;-
Tierschutzpartei;8;1,9 %;-;7;1,6 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;58;13,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;0,5 %;-;1;0,2 %;-
WU;-;-;-;2;0,5 %;-
