Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;666;-;-;666;-;-
Ungültige Stimmen;3;0,5 %;-05;1;0,2 %;-05
Gültige Stimmen;663;99,5 %;+05;665;99,8 %;+05
SPD;257;38,8 %;+138;222;33,4 %;+61
AfD;122;18,4 %;+08;95;14,3 %;-45
CDU;101;15,2 %;+54;69;10,4 %;+07
GRÜNE/B 90;26;3,9 %;-70;35;5,3 %;-57
DIE LINKE;61;9,2 %;-154;27;4,1 %;-156
BVB / FREIE WÄHLER;54;8,1 %;-15;21;3,2 %;-34
FDP;3;0,5 %;-19;3;0,5 %;-26
Tierschutzpartei;-;-;-;10;1,5 %;-09
Plus;39;5,9 %;+59;16;2,4 %;+14
BSW;-;-;-;163;24,5 %;+245
III. Weg;-;-;-;1;0,2 %;+02
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,2 %;+02
WU;-;-;-;2;0,3 %;+03
