Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.029;-;-;1.029;-;-
Wählende;421;40,9 %;-;421;40,9 %;-
Ungültige Stimmen;6;1,4 %;-;8;1,9 %;-
Gültige Stimmen;415;98,6 %;-;413;98,1 %;-
SPD;112;27,0 %;-;96;23,2 %;-
AfD;208;50,1 %;-;185;44,8 %;-
CDU;41;9,9 %;-;35;8,5 %;-
GRÜNE/B 90;2;0,5 %;-;9;2,2 %;-
DIE LINKE;14;3,4 %;-;11;2,7 %;-
BVB / FREIE WÄHLER;24;5,8 %;-;11;2,7 %;-
FDP;2;0,5 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;13;3,1 %;-
Plus;3;0,7 %;-;1;0,2 %;-
BSW;-;-;-;43;10,4 %;-
III. Weg;-;-;-;4;1,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,7 %;-
WU;-;-;-;1;0,2 %;-
EB Gliese;9;2,2 %;-;-;-;-
