Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;852;-;-;852;-;-
Wählende;452;53,1 %;-;452;53,1 %;-
Ungültige Stimmen;2;0,4 %;-;1;0,2 %;-
Gültige Stimmen;450;99,6 %;-;451;99,8 %;-
SPD;160;35,6 %;-;153;33,9 %;-
AfD;164;36,4 %;-;156;34,6 %;-
CDU;78;17,3 %;-;39;8,6 %;-
GRÜNE/B 90;6;1,3 %;-;20;4,4 %;-
DIE LINKE;13;2,9 %;-;9;2,0 %;-
BVB / FREIE WÄHLER;16;3,6 %;-;4;0,9 %;-
FDP;6;1,3 %;-;7;1,6 %;-
Tierschutzpartei;-;-;-;8;1,8 %;-
Plus;5;1,1 %;-;5;1,1 %;-
BSW;-;-;-;47;10,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;0;0,0 %;-
EB Müller;2;0,4 %;-;-;-;-
