Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;6.548;-;-;6.548;-;-
Wählende;4.740;72,4 %;+106;4.74;72,4 %;+106
Ungültige Stimmen;55;1,2 %;+01;40.0;0,8 %;-02
Gültige Stimmen;4.685;98,8 %;-01;4.7;99,2 %;+02
SPD;1.399;29,9 %;+65;1.556;33,1 %;+54
AfD;1.558;33,3 %;+90;1.46;31,1 %;+64
CDU;679;14,5 %;-53;521.0;11,1 %;-63
GRÜNE/B 90;53;1,1 %;-57;80.0;1,7 %;-44
DIE LINKE;462;9,9 %;-76;160.0;3,4 %;-86
BVB / FREIE WÄHLER;157;3,4 %;-12;69.0;1,5 %;-19
FDP;53;1,1 %;-26;31.0;0,7 %;-35
Tierschutzpartei;149;3,2 %;+32;95.0;2,0 %;-08
Plus;-;-;-;42.0;0,9 %;-07
BSW;-;-;-;576.0;12,3 %;+123
III. Weg;-;-;-;5.0;0,1 %;+01
DKP;-;-;-;3.0;0,1 %;+01
DLW;175;3,7 %;+37;83.0;1,8 %;+18
WU;-;-;-;19.0;0,4 %;+04
