Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;432;-;-;432;-;-
Wählende;245;56,7 %;-28;245;56,7 %;-28
Ungültige Stimmen;4;1,6 %;+12;2;0,8 %;+08
Gültige Stimmen;241;98,4 %;-12;243;99,2 %;-08
SPD;56;23,2 %;+66;48;19,8 %;+17
AfD;128;53,1 %;+145;115;47,3 %;+50
CDU;27;11,2 %;-123;26;10,7 %;-78
GRÜNE/B 90;0;0,0 %;-46;0;0,0 %;-27
DIE LINKE;4;1,7 %;-26;4;1,6 %;-30
BVB / FREIE WÄHLER;23;9,5 %;+22;6;2,5 %;-25
FDP;3;1,2 %;-38;3;1,2 %;-53
Tierschutzpartei;-;-;-;4;1,6 %;+01
Plus;-;-;-;0;0,0 %;-04
BSW;-;-;-;32;13,2 %;+132
III. Weg;-;-;-;1;0,4 %;+04
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;4;1,6 %;+16
WU;-;-;-;0;0,0 %;00
