Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;687;-;-;687;-;-
Ungültige Stimmen;17;2,5 %;-;3;0,4 %;-
Gültige Stimmen;670;97,5 %;-;684;99,6 %;-
SPD;271;40,4 %;-;257;37,6 %;-
AfD;-;-;-;154;22,5 %;-
CDU;76;11,3 %;-;74;10,8 %;-
GRÜNE/B 90;21;3,1 %;-;18;2,6 %;-
DIE LINKE;52;7,8 %;-;31;4,5 %;-
BVB / FREIE WÄHLER;30;4,5 %;-;10;1,5 %;-
FDP;9;1,3 %;-;4;0,6 %;-
Tierschutzpartei;-;-;-;22;3,2 %;-
Plus;-;-;-;10;1,5 %;-
BSW;-;-;-;94;13,7 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;5;0,7 %;-
WU;-;-;-;4;0,6 %;-
EB Raue;211;31,5 %;-;-;-;-
